problem_type,encoding,direction,problem_id,solver_id,repeat_index,seed,best_objective,feasible,objective_valid,objective_mismatch,best_known,best_known_reached,best_known_gap,stop_reason,runtime,linprog_runtime,evaluation_count,error,excluded_reason,metadata_json
mkp,binary,max,weish30,bsma_numba,2,1474062992,11191,True,True,False,11191,True,0,best_known_reached,1.5307413961272687,0.04479578300379217,20020,,,"{""solve"": {""linprog_runtime"": 0.04479578300379217, ""numba"": true}, ""validation"": {}}"
mkp,binary,max,weish01,bsma_numba,3,1015094847,4554,True,True,False,4554,True,0,best_known_reached,5.690488549880683,0.19413054594770074,20020,,,"{""solve"": {""linprog_runtime"": 0.19413054594770074, ""numba"": true}, ""validation"": {}}"
mkp,binary,max,weish02,bsma_numba,3,1429714095,4536,True,True,False,4536,True,0,best_known_reached,0.29227899690158665,0.02653477410785854,20020,,,"{""solve"": {""linprog_runtime"": 0.02653477410785854, ""numba"": true}, ""validation"": {}}"
mkp,binary,max,weish03,bsma_numba,3,728482889,4115,True,True,False,4115,True,0,best_known_reached,0.1816947259940207,0.02085253014229238,20020,,,"{""solve"": {""linprog_runtime"": 0.02085253014229238, ""numba"": true}, ""validation"": {}}"
mkp,binary,max,weish04,bsma_numba,3,1516123380,4561,True,True,False,4561,True,0,best_known_reached,0.24277549306862056,0.07218337501399219,20020,,,"{""solve"": {""linprog_runtime"": 0.07218337501399219, ""numba"": true}, ""validation"": {}}"
mkp,binary,max,weish05,bsma_numba,3,170424007,4514,True,True,False,4514,True,0,best_known_reached,0.15715038403868675,0.021458897041156888,20020,,,"{""solve"": {""linprog_runtime"": 0.021458897041156888, ""numba"": true}, ""validation"": {}}"
mkp,binary,max,weish06,bsma_numba,3,1628530770,5557,True,True,False,5557,True,0,best_known_reached,0.2108942731283605,0.03907510102726519,20020,,,"{""solve"": {""linprog_runtime"": 0.03907510102726519, ""numba"": true}, ""validation"": {}}"
mkp,binary,max,weish07,bsma_numba,3,1670953463,5567,True,True,False,5567,True,0,best_known_reached,0.18556518503464758,0.01638323999941349,20020,,,"{""solve"": {""linprog_runtime"": 0.01638323999941349, ""numba"": true}, ""validation"": {}}"
mkp,binary,max,weish08,bsma_numba,3,323742734,5605,True,True,False,5605,True,0,best_known_reached,0.29188043018803,0.015126175014302135,20020,,,"{""solve"": {""linprog_runtime"": 0.015126175014302135, ""numba"": true}, ""validation"": {}}"
mkp,binary,max,weish09,bsma_numba,3,260415026,5246,True,True,False,5246,True,0,best_known_reached,0.19664063095115125,0.025721858954057097,20020,,,"{""solve"": {""linprog_runtime"": 0.025721858954057097, ""numba"": true}, ""validation"": {}}"
mkp,binary,max,weish10,bsma_numba,3,2066485248,6339,True,True,False,6339,True,0,best_known_reached,0.3072737429756671,0.028790069976821542,20020,,,"{""solve"": {""linprog_runtime"": 0.028790069976821542, ""numba"": true}, ""validation"": {}}"
mkp,binary,max,weish11,bsma_numba,3,973819648,5643,True,True,False,5643,True,0,best_known_reached,0.22849801392294466,0.0250212789978832,20020,,,"{""solve"": {""linprog_runtime"": 0.0250212789978832, ""numba"": true}, ""validation"": {}}"
mkp,binary,max,weish12,bsma_numba,3,616346707,6339,True,True,False,6339,True,0,best_known_reached,0.36518642120063305,0.017129407031461596,20020,,,"{""solve"": {""linprog_runtime"": 0.017129407031461596, ""numba"": true}, ""validation"": {}}"
mkp,binary,max,weish13,bsma_numba,3,1395145998,6159,True,True,False,6159,True,0,best_known_reached,0.3220846850890666,0.02872815099544823,20020,,,"{""solve"": {""linprog_runtime"": 0.02872815099544823, ""numba"": true}, ""validation"": {}}"
mkp,binary,max,weish14,bsma_numba,3,1103330312,6954,True,True,False,6954,True,0,best_known_reached,0.3168145399540663,0.03429668699391186,20020,,,"{""solve"": {""linprog_runtime"": 0.03429668699391186, ""numba"": true}, ""validation"": {}}"
mkp,binary,max,weish15,bsma_numba,3,1707165803,7486,True,True,False,7486,True,0,best_known_reached,0.28512537898495793,0.029426629887893796,20020,,,"{""solve"": {""linprog_runtime"": 0.029426629887893796, ""numba"": true}, ""validation"": {}}"
mkp,binary,max,weish16,bsma_numba,3,2000819353,7289,True,True,False,7289,True,0,best_known_reached,1.2956920240540057,0.013884979067370296,20020,,,"{""solve"": {""linprog_runtime"": 0.013884979067370296, ""numba"": true}, ""validation"": {}}"
mkp,binary,max,weish17,bsma_numba,3,848686395,8633,True,True,False,8633,True,0,best_known_reached,0.48185377195477486,0.02233720594085753,20020,,,"{""solve"": {""linprog_runtime"": 0.02233720594085753, ""numba"": true}, ""validation"": {}}"
mkp,binary,max,weish18,bsma_numba,3,207529009,9580,True,True,False,9580,True,0,best_known_reached,0.548411823110655,0.02256151707842946,20020,,,"{""solve"": {""linprog_runtime"": 0.02256151707842946, ""numba"": true}, ""validation"": {}}"
mkp,binary,max,weish19,bsma_numba,3,1819014462,7698,True,True,False,7698,True,0,best_known_reached,0.38277289108373225,0.051877333084121346,20020,,,"{""solve"": {""linprog_runtime"": 0.051877333084121346, ""numba"": true}, ""validation"": {}}"
mkp,binary,max,weish20,bsma_numba,3,324682216,9450,True,True,False,9450,True,0,best_known_reached,1.6480424380861223,0.026847210945561528,20020,,,"{""solve"": {""linprog_runtime"": 0.026847210945561528, ""numba"": true}, ""validation"": {}}"
mkp,binary,max,weish21,bsma_numba,3,1556925652,9074,True,True,False,9074,True,0,best_known_reached,2.920222515007481,0.04510035994462669,20020,,,"{""solve"": {""linprog_runtime"": 0.04510035994462669, ""numba"": true}, ""validation"": {}}"
